Max,Min,WL,Mean,RMS,Var,WAMP,SSC,Log,MaxF,MinF,WLF,MeanF,RMSF,VarF,WAMPF,SSCF,LogF,class
64,1,394,33.45,1287.71,170.5126,1,21,8.115222,1177.3625,1.2882638,5123.4795,54.177773,17681.143,14894.861,1,59,8.597441,4
55,6,463,34.93,1333.87,114.914276,1,25,8.158516,922.79767,1.1949028,5391.749,59.00112,15111.435,11747.783,4,71,8.682727,4
48,4,361,30.45,1032.09,105.94701,1,13,8.021256,1018.25946,1.0997467,5071.55,54.582783,16410.125,13566.51,3,58,8.604889,4
66,3,400,37.24,1578.26,193.37605,0,18,8.222553,795.5152,1.226347,4764.775,54.29287,10515.54,7644.2656,3,73,8.599563,4
80,5,426,43.21,2213.25,349.6422,0,19,8.371243,1813.7745,1.6339015,7066.9375,75.729065,42315.1,36949.703,3,59,8.932332,4
55,1,412,34.65,1383.03,184.25009,1,19,8.150468,1113.7211,1.0368936,5006.3247,53.587593,16488.152,13754.062,3,68,8.586488,4
60,4,401,36.81,1587.75,235.12515,0,20,8.210939,1304.6447,1.1949028,5954.912,64.45325,24148.54,20196.283,3,60,8.771111,4
51,10,374,32.96,1169.62,84.09935,0,18,8.100465,1272.8242,1.1949028,5685.1514,63.964283,25250.445,21372.742,2,59,8.763495,4
62,1,402,38.91,1696.55,184.40593,0,16,8.266421,1304.6447,1.4767897,5841.6055,62.941208,22559.697,18785.963,1,62,8.747372,4
55,4,399,33.75,1305.91,168.53282,1,20,8.12415,1304.6447,1.100564,5685.906,59.52804,22598.943,19247.83,1,59,8.691618,4
50,5,299,27.25,896.27,155.2601,0,14,7.9102235,700.05334,0.72268605,4023.01,45.604366,8870.164,6858.9956,3,53,8.425174,4
57,4,386,35.98,1408.58,115.171326,1,22,8.188133,1336.4656,1.2882638,6846.4004,68.55189,26683.295,22206,4,62,8.832761,4
53,7,386,36.36,1432.78,111.84889,0,17,8.19864,1050.0798,1.4464554,5846.2173,63.595226,18961.143,15067.465,4,69,8.757709,4
62,1,441,40.51,1879.17,240.51508,0,19,8.306719,1081.9006,1.2892303,5865.0605,62.53036,17805.387,14035.698,3,65,8.740823,4
61,5,423,40.85,1808.85,141.54291,1,22,8.315077,1591.0304,1.1625758,7408.916,76.95685,35984.203,30365.502,3,67,8.948415,4
60,1,333,39.88,1761.88,173.19756,0,11,8.291045,1145.542,1.3521184,5654.574,60.683437,18389.834,14855.913,3,71,8.710841,4
67,1,438,43.9,2077.44,151.74748,0,16,8.387085,1877.4156,1.539633,7795.7847,78.341736,43722.73,37964.953,1,62,8.96625,4
55,11,346,34.38,1250.06,68.76322,1,14,8.142645,1241.0038,1.1949028,5804.9976,64.33839,23672.605,19730.484,1,60,8.769326,4
52,1,297,33.73,1247.15,110.54249,0,13,8.123558,890.9769,1.3835696,4919.651,51.813828,11857.066,9265.044,3,67,8.552827,4
52,7,336,31.37,1076.53,93.38698,0,18,8.051023,795.5152,1.132017,5070.588,54.664993,13151.388,10265.786,4,68,8.606394,4
93,1,701,57.34,3621.44,336.93372,1,35,8.654169,1591.0304,1.7923611,8361.47,88.22157,35570.37,28068.01,1,70,9.085022,5
102,4,678,59.78,3971.12,401.4863,0,24,8.695842,2927.496,1.6967511,9961.8545,108.719894,101660.17,90747.63,1,64,9.293945,5
120,2,835,79.22,6859.88,589.9714,0,36,8.977399,2068.3394,2.9221604,11194.916,119.386406,62387.816,48620.926,3,80,9.387535,5
102,4,803,68.25,5346.95,695.84595,0,32,8.828347,2513.8284,2.5451162,10247.821,111.153534,81366.16,69708.13,1,74,9.316083,5
111,9,851,71.84,5479.52,321.75204,0,31,8.879612,2609.2893,2.6079705,11653.57,126.335556,90189.28,74978.39,1,74,9.444112,5
88,4,592,54.43,3300.19,340.97495,0,27,8.602086,1591.0304,1.7294824,7455.7275,83.161865,34502.67,27865.43,3,74,9.025959,5
100,1,735,57.08,3550.08,294.9026,1,24,8.649624,1463.748,2.356607,8816.628,89.87807,32978.227,25151.68,3,70,9.103624,5
83,2,669,53.34,3167.82,325.92352,0,30,8.581857,1750.1339,2.01095,8265.844,86.04495,42039.18,34985.297,3,71,9.06004,5
57,4,484,41.47,1797.21,78.23145,0,29,8.33014,1463.748,1.1625758,7371.0405,75.96478,31510.824,26000.18,4,71,8.93544,5
82,2,614,52.27,3087.83,359.2697,0,30,8.561593,1972.8779,1.5722479,7927.17,84.42181,49946.73,43252.21,3,72,9.040996,5
82,5,618,54.45,3346.07,385.11853,1,33,8.602453,1750.1339,2.3251517,8371.345,90.07571,43499.5,35743.297,2,70,9.105821,5
95,6,728,64.34,4528.94,393.23676,0,30,8.769352,2927.496,2.264034,10691.275,115.210205,103819.9,91461.125,1,67,9.351929,5
148,4,997,83.64,7704.6,716.11163,1,35,9.0316925,3086.5989,2.830038,12652.779,138.07082,127579.93,109612.51,3,73,9.532937,5
139,5,803,80.36,7242.8,793.0002,0,29,8.991687,1909.2366,3.3960445,10481.392,117.09477,54931.305,41636.49,3,76,9.368154,5
107,2,732,65.74,5025.94,711.3054,0,27,8.790877,2036.5189,2.6099434,9661.354,102.48001,59558.92,49552.293,3,70,9.234838,5
93,1,786,59.86,4247.74,671.2328,0,34,8.697179,2641.11,1.0000012,9082.515,98.747696,82794.63,73781.336,1,57,9.197739,5
103,1,700,58.59,3943.11,515.47644,1,28,8.6757345,1304.6447,2.1366463,7198.242,81.25409,24998.463,18582.055,1,74,9.002751,5
100,7,703,64.03,4637.51,543.1,1,32,8.764522,1686.4922,2.1382484,8671.026,97.50299,42097.574,32919.938,3,75,9.185053,5
117,5,676,72.26,6099.16,886.5177,0,21,8.885441,1559.2101,3.2073836,9638.539,104.73116,41395.484,30734.207,3,77,9.256567,5
120,1,828,74.96,6456.8,846.2611,0,30,8.922125,1909.2366,2.7671392,9036.038,105.17369,50798.113,40137.99,1,73,9.260783,5
58,2,510,34.75,1345.51,139.34091,3,30,8.15335,1113.7211,1.1625758,5063.219,55.548466,16888.95,13942.745,3,60,8.622426,5
83,6,612,56.43,3490.09,308.83344,0,27,8.638171,1877.4156,1.948114,8833.367,96.308136,51826.844,42981.402,3,71,9.172723,5
94,1,559,37.87,1760.59,329.7506,0,14,8.239329,2991.1372,1.3521184,8650.261,84.701546,100596.74,94366.05,1,40,9.044304,5
121,2,912,67.85,5474.45,879.62384,0,29,8.82247,2100.1597,2.7336428,9948.746,103.589745,59390.637,49151.312,3,72,9.245608,5
107,2,736,64.06,4693.98,596.25903,0,29,8.764991,2609.2893,2.452694,10304.952,108.410995,86494.39,75496.42,3,72,9.2911,5
116,4,775,70.5,5701.2,738.3333,0,29,8.860783,2131.9805,2.8907442,9909.154,110.18754,64187.086,52571.51,3,68,9.307354,5
92,1,648,59,3846.78,369.47476,0,28,8.682708,1877.4156,1.7909975,8089.1387,89.63373,44492.29,36826.348,1,74,9.100902,5
96,5,652,64.41,4656.71,513.1939,1,22,8.770439,2131.9805,2.2623117,9785.551,108.24487,66591.76,55429.105,3,75,9.289566,5
113,3,843,64.84,4768.16,569.63043,1,28,8.777093,1591.0304,2.1067986,8257.705,95.174934,36639.34,27859.672,1,81,9.160887,5
129,3,759,80.52,7261.74,786.1309,0,22,8.993676,3054.7786,2.9243531,13566.7,139.1755,129850.55,111596.69,3,77,9.540906,5
107,10,757,60.89,4091.03,387.31107,2,25,8.714239,2959.3174,1.8866967,9494.836,108.24715,100548,89727.85,1,70,9.289587,5
123,2,727,70.83,5692.53,682.4657,0,27,8.865453,1813.7745,2.9872644,9891.494,104.386024,50086.703,39586.13,3,79,9.253266,5
78,1,621,52.6,3101.34,337.9597,1,26,8.567886,2100.1597,1.5408,8348.935,89.26471,54928.2,47434.36,1,74,9.096776,5
100,1,675,67.52,5119.7,566.41364,2,26,8.817594,3118.4202,2.5765276,11634.135,118.82027,118058.79,104990.445,1,64,9.382782,5
96,1,775,60.01,3889.31,291.02005,1,33,8.699681,2482.0076,2.0124729,10385.593,107.186516,79134.96,68329.305,1,72,9.27974,5
98,4,743,57.39,3828.47,540.2605,1,30,8.65504,1559.2101,2.1680558,7575.5625,85.54701,35556.184,28523.127,3,70,9.054236,5
54,2,528,33.11,1222.87,127.87667,2,36,8.105005,1145.542,0.94263065,4949.667,56.45098,18681.314,15651.112,3,55,8.638543,5
139,2,789,77.05,6753.33,824.8766,0,27,8.949625,1941.0569,2.9535794,9788.921,109.682465,53843.355,42235.47,3,80,9.30276,5
72,3,587,39.22,1865.02,330.11276,0,23,8.274357,1813.7745,1.0691242,6872.3945,74.88016,43242.484,38015.605,1,57,8.92106,5
110,1,786,70.4,5389.56,437.7781,0,32,8.859364,2068.3394,2.4841383,10366.369,110.71348,62611.105,50862.254,3,77,9.312116,5
117,3,877,70.99,5544.57,510.09094,0,35,8.867709,2545.6484,2.042373,10970.307,118.16159,85973.52,72738.734,3,73,9.377223,5
118,13,821,80.75,7414.23,902.69446,0,37,8.996528,2545.6484,3.1735415,12427.232,136.39375,99589.24,81804.03,3,74,9.520716,5
97,11,751,69.96,5381.08,491.59445,0,38,8.853094,1972.8779,2.2623117,10277.454,117.40865,63875.9,50597.082,4,73,9.370831,5
66,4,610,41.46,1889.88,172.67519,1,31,8.329899,1050.0798,1.2568462,6206.3955,68.20689,18999.904,14492.651,3,72,8.827716,5
73,3,473,38.18,1700.78,245.52287,1,22,8.247482,1209.1832,1.100564,6178.8335,62.59668,21339.24,17596.863,3,61,8.741882,5
62,1,458,37.77,1674.21,250.1384,0,25,8.236686,1304.6447,1.5093622,5245.2344,56.93021,21454.46,18397.387,2,54,8.6469965,5
78,2,475,43.83,2332.95,416.04163,0,18,8.3854885,2322.9043,1.4767897,7605.191,80.102936,64912.934,59087.324,2,51,8.988482,5
90,1,668,56.22,3647.68,491.9107,2,29,8.634442,1495.5686,1.8237965,7430.5146,81.56742,32092.56,25696.277,3,75,9.0066,5
78,5,526,42.99,2155.33,310.29282,0,25,8.3661375,2354.725,1.5408,7961.722,85.863815,67454.16,60688.445,1,53,9.057933,5
104,3,663,55.09,3801.11,773.9412,0,35,8.614139,2609.2893,1.5710517,10206.787,103.43142,88171.53,78256.04,2,57,9.244079,5
77,1,497,34.62,1528.02,332.80365,0,19,8.149602,1654.6716,1.005475,6222.675,63.79881,34359.11,30594.766,1,49,8.760904,5
78,2,485,40.76,2270.12,614.89124,0,24,8.312871,1336.4656,1.5408,6753.682,68.905075,28414.72,23905.871,3,57,8.8379,5
81,1,543,43.77,2521.33,611.63367,0,26,8.384119,2100.1597,1.0000012,7651.709,79.88013,56742.54,50870.414,3,49,8.985698,5
94,1,508,52.08,3421,715.8319,0,18,8.557951,2259.2634,2.0124729,8308.57,87.07206,63912.03,56899.48,3,56,9.071906,5
79,9,535,46.86,2560.74,368.56604,1,26,8.452334,2482.0076,1.6980222,9162.067,95.726585,78832.93,70373.08,1,60,9.166666,5
104,1,613,60.62,4388.08,720.5005,0,24,8.709795,2100.1597,2.4194272,9782.676,99.34371,61129.55,51778.16,3,70,9.203755,5
152,6,825,82.73,8119.31,1287.9362,0,29,9.020753,3150.2405,2.6079705,12549.576,137.44733,125251.22,107433.79,1,80,9.528411,5
97,1,625,56.19,3927.25,777.711,0,25,8.633909,2068.3394,1.0000012,8037.0283,86.80406,54886.727,47830.082,3,55,9.068824,5
100,1,648,54.48,3932.76,974.4341,1,27,8.6030035,2641.11,1.0000023,9070.18,93.476166,84589.28,76617.664,1,50,9.142877,5
105,2,600,55.76,4108.24,1009.1538,0,27,8.626227,3086.5989,2.0000062,10737.637,110.89107,121600.96,110408.21,3,52,9.313719,5
123,1,674,76.18,6923.9,1131.8258,0,30,8.93827,2959.3174,1.0000012,11523.992,123.92034,113077.31,98708.14,3,68,9.424809,5
100,1,721,63.19,4570.87,583.73126,0,35,8.751316,2736.572,1.0000012,9945.331,106.20601,92013.44,81549.21,1,64,9.270551,5
104,1,781,69.6,5629.48,793.25244,1,32,8.847935,2418.3665,2.0000024,10219.707,108.99903,79318.75,68119.15,3,68,9.296509,5
104,10,645,64.06,4600.62,501.95612,0,28,8.764991,2036.5189,2.1994934,9289.594,104.141335,57686.18,47313.9,1,75,9.250919,5
106,5,711,53.91,3758.83,861.1534,0,34,8.592486,1781.9539,2.0439177,8452.632,88.7954,46652.4,39159.37,3,61,9.091505,5
104,6,647,52.38,3250.02,511.47037,0,27,8.563695,2259.2634,2.1366463,9246.477,97.44884,68248.26,59345.445,1,56,9.184498,5
76,13,519,48.13,2553.25,239.14452,0,26,8.479075,1972.8779,1.3511066,8237.574,92.09627,54343.93,46325.46,1,65,9.128005,5
123,5,735,68.64,5575.36,872.63684,0,26,8.834045,2895.6753,2.0439177,11454.129,123.7249,111085.95,96745.555,3,69,9.423231,5
102,3,676,62.7,4488.22,562.5554,0,26,8.743531,2513.8284,2.2954783,10739.319,109.9915,82786.23,71402.12,1,64,9.305573,5
131,1,775,78.52,7195.82,1040.838,0,26,8.968524,2609.2893,3.0816,11855.866,122.065254,89516.01,75369.79,1,69,9.409726,5
116,1,661,59.37,4787.11,1275.0635,0,29,8.688959,2354.725,1.9999955,9163.182,96.43592,71452.84,62780.758,3,54,9.174049,5
101,3,617,55.7,3982.9,889.3035,0,26,8.625151,2322.9043,2.5784607,8575.475,91.15891,65075.234,57338.676,1,59,9.117775,5
60,2,423,33.22,1308.1,206.59758,0,20,8.108322,1368.286,0.84837556,5753.379,60.991024,25525.83,22026.188,3,50,8.715897,5
111,2,815,60.65,4509.35,839.32056,1,32,8.71029,1941.0569,1.9795315,8494.633,91.2124,49059.266,41151.074,1,64,9.118361,5
91,3,647,52.52,3377.62,625.52466,1,26,8.566364,2322.9043,2.5765276,8787.57,89.97189,67130.51,59631.88,1,56,9.104668,5
83,1,630,48.19,2865.45,548.6604,2,27,8.480322,2004.6984,0.974057,7807.477,81.90316,51906.137,45654.555,3,64,9.010708,5
123,1,670,72.44,6561.38,1327.0974,0,19,8.887929,2895.6753,1.0000012,11185.473,120.42629,107872.68,94313.32,1,61,9.396208,5
99,1,661,62.16,4529.36,672.2165,0,26,8.734882,2227.4421,2.5470235,9198.302,98.21254,66146.41,57071.41,3,72,9.192304,5
88,6,603,46.96,2803.28,604.0792,0,35,8.454467,1336.4656,2.264034,6843.8984,77.062965,29147.176,23442.902,3,62,8.949793,5
54,7,389,34.19,1296.45,128.7817,1,17,8.137103,1145.542,1.415019,5168.3164,58.850094,19073.266,15767.608,3,56,8.680163,5
83,6,632,49.95,2846.83,355.38132,0,34,8.516192,2036.5189,1.6036918,7547.6147,85.83365,51357.26,44434.19,1,66,9.057581,5
91,1,665,57.92,3809.92,459.79138,0,31,8.664233,1654.6716,2.1680558,9252.822,93.542404,44715.37,36328.473,3,73,9.143585,5
85,1,606,53.82,3377.3,485.56326,1,30,8.590816,2131.9805,2.1067986,8460.946,88.2514,57007.55,49716.402,1,64,9.08536,5
86,1,629,49.43,2882.07,443.1769,1,33,8.505728,1972.8779,1.7294824,8283.369,85.12494,51305.32,44504.1,3,62,9.049291,5
91,1,565,38.47,1818.79,342.2719,0,28,8.255049,2100.1597,1.132017,7927.0513,77.50222,57887.46,52404.918,3,48,8.955477,5
59,1,461,30.23,1102.47,190.5223,3,24,8.014005,1495.5686,1.0000012,5749.04,57.434883,29650.008,26617.416,3,43,8.655822,5
76,5,712,46.36,2521.84,376.35397,2,32,8.441607,1877.4156,1.7909975,7511.5874,81.57388,45440.04,39177.516,1,59,9.00668,5
87,1,530,48.57,3107.59,756.1062,0,25,8.488176,2036.5189,0.99999774,7964.7993,82.84708,55501.344,49129,3,53,9.022166,5
93,4,555,47.55,2877.05,622.2701,1,16,8.466952,1972.8779,2.3269162,6724.4683,74.91676,45637.523,40429.297,1,56,8.921548,5
57,3,553,38.49,1639.05,159.1615,1,32,8.2555685,1272.8242,1.1311558,5817.044,63.695488,22953.855,19087.615,3,63,8.759284,5
106,2,670,57.85,4236.59,898.9569,0,29,8.663024,2100.1597,2.3269162,8969.534,96.136566,59323.96,50587.6,1,56,9.170939,5
98,7,535,48.16,3134.6,823.4489,0,20,8.479699,2609.2893,1.7595901,9427.751,98.70019,87351.18,78393.39,3,52,9.197257,5
92,2,607,57.54,3845.28,539.82666,0,29,8.657651,2068.3394,2.0124729,9240.067,94.5967,57262.13,48801.617,3,73,9.154793,5
119,8,706,65.37,4644.67,375.18497,0,30,8.7852335,2418.3665,2.6079705,11127.534,116.92343,84809.86,71857.35,2,71,9.36669,5
62,1,483,40,1817.96,220.16162,3,27,8.294049,1750.1339,1.0000023,6626.286,71.84832,38640.773,33816.766,1,61,8.879727,5
83,3,547,51.12,3152.34,544.5309,0,23,8.539346,2100.1597,2.4212666,7854.4067,83.68372,53720.35,47189.277,1,62,9.032215,5
118,1,617,60.9,4556.78,856.5352,0,23,8.714403,2291.084,2.8593197,9231.527,94.76611,65957.18,57552.074,1,65,9.156582,5
90,2,551,53.32,3447.5,610.58344,0,26,8.581482,2259.2634,1.5710517,8625.279,93.19363,67045.39,58949.84,3,62,9.13985,5
103,3,680,54.23,3499.39,564.13855,0,26,8.598405,1750.1339,2.2937393,7904.91,84.59039,40994.395,34180.668,1,67,9.042991,5
92,7,718,60.55,4085.05,422.9772,0,33,8.70864,2004.6984,1.9795315,9260.487,102.68081,58344.43,48283.918,3,76,9.236795,5
214,6,1228,100.58,12901.24,2813.0327,0,27,9.216124,2036.5189,3.6762636,10339.924,126.76939,58581.12,42940.047,1,76,9.447539,6
227,9,1252,112.76,15675,2990.0833,0,30,9.330432,1813.7745,4.402256,12347.136,149.64635,62818.91,40833.21,3,87,9.613445,6
210,4,1373,108.65,13578.35,1791.4414,1,35,9.293302,2513.8284,3.581995,13998.609,157.9062,99087.16,74901.81,3,83,9.6671715,6
248,6,1278,105.85,13945.65,2769.1177,1,28,9.267193,2227.4421,3.741924,12789.653,146.34924,77476.61,56624.758,3,83,9.5911665,6
190,2,1212,97.77,11383.95,1843.4113,0,32,9.187788,3277.5225,2.482271,12494.735,144.17487,131170.89,111499.516,1,78,9.576197,6
151,10,996,85.39,8233.91,951.9777,0,28,9.0524,2800.2134,2.01095,13194.262,148.14075,114801.25,93793.516,3,76,9.6033325,6
153,1,1031,74.19,6776.25,1284.9435,1,30,8.911799,2482.0076,2.0000024,8629.89,105.39025,73270.28,62791.09,1,61,9.26284,6
178,1,921,71.75,6845.23,1714.3105,0,22,8.878358,1463.748,1.6980222,8377.227,96.514656,33074.887,23999.809,3,81,9.174865,6
134,7,686,64.07,4939.59,843.0557,0,18,8.765146,1559.2101,1.3835696,8235.142,96.12201,36677.72,27715.438,1,73,9.170789,6
168,6,822,60.18,4589.42,977.5635,0,25,8.70251,2036.5189,1.6980222,7814.3936,93.579056,51530.594,43205.617,1,71,9.143977,6
143,5,1059,78.97,7049.65,821.6053,0,34,8.974238,2354.725,2.6393552,10722.412,122.34927,74241.92,59871.28,1,75,9.41205,6
128,6,748,55.45,3860.67,793.9068,1,18,8.620652,2227.4421,1.3521184,8259.797,95.85961,60761.62,52093.49,1,63,9.168055,6
245,2,1110,83.14,9280.8,2392.4648,1,24,9.025696,1781.9539,2.6393552,9454.868,112.35241,48500.81,36240.145,3,78,9.326811,6
152,6,974,80.61,7427.55,938.9674,0,30,8.994793,2354.725,2.3898056,11046.33,123.7592,74914.68,60200.332,1,75,9.423508,6
148,1,916,70.78,6170.2,1172.1128,1,24,8.864747,1622.8508,2.2623117,8916.111,98.330215,39163.766,29792.871,3,74,9.193501,6
74,1,567,39.19,1721.05,187.06451,0,28,8.273592,1368.286,1.0997467,5341.9653,61.127827,23204.87,19664.908,1,63,8.718138,6
165,4,1085,79.72,7707.16,1365.537,0,31,8.98369,1463.748,2.2937393,9183.458,109.17516,38060.883,26405.723,3,86,9.298123,6
135,2,848,67.13,5201.05,701.6291,0,31,8.811801,2418.3665,1.6665734,10048.728,111.62039,74876.52,63047.895,1,70,9.320274,6
163,5,850,70.04,6244.86,1352.7863,0,29,8.854237,1813.7745,2.0753715,8326.633,99.74829,43664.91,34055.742,1,70,9.20782,6
184,2,1029,80.3,8043.92,1611.9501,0,24,8.99094,1304.6447,2.6707952,9123.19,104.12864,31544.725,20911.06,3,80,9.250797,6
201,4,960,72.3,7029.82,1820.7374,0,18,8.885994,1463.748,2.3898056,8811.306,100.74622,35549.98,25656.744,3,75,9.217775,6
152,5,984,65.63,5311.27,1014.11444,0,27,8.789203,1813.7745,2.0439177,8738.606,102.220314,45616.69,35522.92,1,75,9.232301,6
149,3,943,61.55,4608.79,828.67474,0,30,8.72502,1209.1832,0.91121143,7216.9473,89.810814,25258.828,17366.508,3,83,9.102876,6
136,1,1037,58.4,4304.86,903.33295,2,30,8.672486,1241.0038,2.452694,7105.1025,81.01686,24633.46,18252.252,3,73,8.999827,6
93,7,647,51.66,2928.66,262.5298,0,26,8.549854,1972.8779,1.508214,8389.1,92.40657,52289.316,44192.26,1,67,9.131369,6
136,4,744,54.3,3557.1,614.7575,0,23,8.599694,1336.4656,1.508214,7996.38,88.32158,29988.35,22411.768,2,75,9.086155,6
149,7,840,63.77,5065.37,1008.8454,0,29,8.760453,1686.4922,2.0124729,8222.494,94.19377,40413.58,31859.713,1,73,9.150524,6
103,4,640,49.21,2827.57,410.04623,0,20,8.501267,1336.4656,1.8866967,7066.1045,75.462364,26354.035,20868.145,3,77,8.928804,6
163,3,895,69.14,5748.26,977.6974,0,23,8.841304,1909.2366,1.4779012,8922.027,104.81279,49835.816,39242.52,1,75,9.257346,6
68,2,623,43.51,2025.29,133.5049,2,28,8.378161,2004.6984,1.5408,7952.206,82.52748,48831.25,42444.914,1,57,9.018302,6
149,6,890,76.52,6525.56,677.0199,1,28,8.942722,1972.8779,2.3583481,9783.939,114.48921,53884.125,41188.227,1,73,9.345651,6
146,7,937,74.53,6189.09,640.7769,1,21,8.916372,1972.8779,1.7595901,10867.9375,122.49563,60604.8,46060.227,2,77,9.413245,6
147,4,911,58.12,4115.6,745.1169,0,29,8.66768,1622.8508,1.415019,7501.3936,90.26249,36166.547,28302.252,1,73,9.107892,6
134,1,929,61.74,4625.36,821.7498,0,33,8.728102,2291.084,1.7923611,9611.075,103.8075,66747.43,56536.793,1,67,9.247708,6
108,6,709,49.31,2795.01,367.206,0,30,8.503297,1559.2101,1.0997467,7705.879,87.42747,35347.145,27983.416,1,64,9.07598,6
143,2,777,61.48,4316.24,541.86835,0,20,8.723882,1622.8508,1.6339015,9026.809,100.0829,40423.676,30714.232,3,78,9.211169,6
112,1,863,53.36,3290.12,447.30325,1,35,8.5822315,1591.0304,1.539633,8667.279,90.06872,36881.99,29060.215,1,70,9.105743,6
119,4,743,55.76,3589.74,485.4165,0,30,8.626227,1368.286,1.3206811,7474.1655,86.668655,28696.408,21398.945,3,72,9.067263,6
67,2,639,37.74,1553.14,130.13376,1,26,8.23589,1400.1067,1.3835696,6555.271,68.12959,26425.086,22003.477,1,53,8.826582,6
147,5,750,63.97,4744.29,658.7165,0,22,8.763584,1813.7745,1.8866967,9763.992,106.42073,50739.547,39812.29,2,74,9.272571,6
143,10,733,68.1,5219.72,587.99,0,19,8.826147,3977.576,1.3206811,13706.131,145.18022,193408,174071.44,1,64,9.583146,6
126,1,932,74.31,6362.23,848.7414,1,33,8.913416,2513.8284,2.0439177,10887.733,120.01917,87761.27,74097.64,3,75,9.392821,6
81,3,628,47.13,2449.53,230.59906,0,29,8.45808,1877.4156,1.5710517,7592.869,82.806175,44369.28,37891.324,1,64,9.021673,6
90,6,733,52.92,3034.68,236.51878,2,31,8.573952,2195.622,1.6980222,8604.084,95.0123,59964.125,51451.31,1,64,9.159177,6
106,3,747,53.26,3196.6,363.60815,0,36,8.580356,1654.6716,1.3196776,7776.712,86.255394,38051.984,30921.201,1,71,9.062483,6
142,8,967,79.09,7166.65,920.6279,0,34,8.975757,2959.3174,2.4841383,11665.125,129.74765,107956.8,92042.79,1,70,9.470761,6
178,3,931,76.62,7247.14,1390.4202,0,22,8.944028,1718.3126,1.6351452,10060.754,114.37827,47534.113,34799.727,3,78,9.344682,6
146,1,750,60.58,4352.46,689.4179,0,21,8.709135,1750.1339,1.7909975,8391.086,95.35418,42296.59,33539.57,1,74,9.162768,6
164,10,917,80.4,7506.52,1052.8883,0,31,8.992185,1813.7745,2.2623117,11030.532,128.82971,58297.516,42121.645,2,79,9.463661,6
211,4,1057,92.63,10599.61,2039.6903,0,25,9.133783,2004.6984,2.1067986,11824.514,137.91826,66536.56,47995.07,3,80,9.531832,6
193,13,1355,93.19,10053.95,1383.4078,0,36,9.139811,3627.549,2.452694,16503.562,176.82721,188920.45,159245.08,3,74,9.780343,6
172,3,931,81.48,7679.3,1050.8181,0,22,9.0055275,1972.8779,2.4841383,10743.352,121.78725,57501.586,43100.46,3,82,9.407446,6
81,2,503,43.78,2128.98,214.43602,0,18,8.384347,1622.8508,1.4464554,6864.9873,74.714226,33861.777,28565.215,1,67,8.91884,6
102,2,883,62.2,4262.42,397.5554,1,28,8.735525,1495.5686,1.9810323,8522.466,96.719666,34186.94,25083.07,1,78,9.176987,6
147,2,884,66.24,5006.86,625.37616,0,28,8.798454,1845.5953,1.5722479,9875.827,107.74907,51614.44,40408.67,3,71,9.284975,6
111,1,636,52.65,3148.17,379.94702,1,15,8.568836,1559.2101,1.1949028,8098.829,87.27702,35644.7,28310.531,3,73,9.074258,6
122,9,657,41.98,2239.66,482.1613,1,19,8.342363,1909.2366,0.5027375,7912.082,89.490974,50982.387,43407.83,1,42,9.099308,6
140,1,856,68.07,5297.73,670.914,0,29,8.8257065,2195.622,2.0124729,9930.1,109.83897,64022.85,52483.086,1,74,9.304186,6
208,3,1029,96.36,10997.66,1729.7074,0,27,9.173262,2291.084,3.204964,12178.641,136.81451,73174.3,55006.152,1,81,9.523796,6
163,2,902,72.9,6212.14,906.79736,0,20,8.8942585,2354.725,1.8852613,11165.697,120.34271,79987.38,66166.67,3,77,9.395514,6
147,4,1189,101.29,11094.45,843.21844,1,32,9.223158,2131.9805,2.5765276,13775.527,152.31065,77312.55,54660.625,3,81,9.631092,6
164,5,1064,78.56,7097.6,935.2791,0,35,8.969033,2386.5452,2.1680558,10703.635,122.38205,74105.51,59725.402,1,83,9.412318,6
160,1,901,80.16,7916.9,1506.3376,0,27,8.989195,1909.2366,2.9221604,9627.749,112.41787,52263.96,40026.453,3,79,9.327394,6
183,3,1061,93.64,10485.76,1734.6573,0,33,9.144628,2386.5452,3.2702904,11255.227,132.88956,79670.72,62637.445,3,77,9.494689,6
140,10,899,65.24,4914.64,665.03265,0,29,8.783243,1495.5686,1.4779012,9386.401,109.215546,40704.926,29067.559,1,76,9.298493,6
137,1,730,57.59,3998.25,688.5274,0,21,8.658519,1622.8508,1.3835696,9728.179,100.69322,43477.266,33674.89,3,71,9.217249,6
126,4,771,60.3,4175.94,545.303,0,23,8.704502,2131.9805,1.225424,10446.46,111.21877,64514.39,52671.496,1,72,9.316669,6
194,3,1251,100.33,12035.97,1989.7588,0,33,9.2136345,2991.1372,2.2309012,14875.778,163.35019,129696.68,104053.94,3,78,9.701067,6
193,4,1005,90.23,9848.77,1724.5629,0,19,9.1075325,2259.2634,1.9810323,12640.354,144.72466,80494.94,60151.223,2,81,9.580003,6
219,4,1266,98.64,11995,2288.0303,1,28,9.196647,2163.8013,2.232585,11675.186,142.74445,72395.41,52544.883,3,82,9.566226,6
221,3,1290,113.4,14799.38,1959.4133,0,32,9.336092,2450.187,3.047854,13495.512,161.61655,92792,67345.555,3,82,9.690396,6
245,3,1555,136.36,20438.14,1862.7178,0,34,9.520469,3245.7017,2.9872644,18374.586,205.65918,159256.48,118142.2,3,85,9.931391,6
166,10,988,79.74,7524.5,1177.8104,0,31,8.983941,2100.1597,1.6653095,12676.781,141.74374,79364.96,59872.402,2,75,9.559191,6
